,period,Unnamed: 0,day,Gas Volume (MMscf),flowrate,Gas Lift Inj Volume  (MMscf),Pressure Source _Tubing Pressure,Casing_Pressure_ksia,Tubing_Pressure_ksia,Active_Pressure_ksia,Line_Pressure_ksia,Calculated_Sandface_Pressure_ksia,water_thousand_bbl
EAGLE,EAGLE_205.0_1483.0,3770,178.0,0.187445,231.69,0.325,1,0.408137142857143,0.1,0.1,0.014695943,1.05918812378784,0.068
EAGLE,EAGLE_205.0_1483.0,3771,179.0,0.187428,350.716,0.325,1,0.40896,0.15,0.15,0.014695943,1.40733374007337,0.077
EAGLE,EAGLE_205.0_1483.0,3772,180.0,0.177094,308.118,0.325,1,0.409782857142857,0.22,0.22,0.014695943,1.5375137094306999,0.078
EAGLE,EAGLE_205.0_1483.0,3773,181.0,0.176234,255.58,0.325,1,0.41060571428571396,0.2,0.2,0.014695943,1.38352409535624,0.07
EAGLE,EAGLE_205.0_1483.0,3774,182.0,0.183177,273.388,0.328,1,0.411428571428571,0.18,0.18,0.014695943,1.35493896915745,0.072
EAGLE,EAGLE_205.0_1483.0,3775,183.0,0.182856,326.732,0.326,1,0.412251428571429,0.22,0.22,0.014695943,1.57859315554468,0.088
EAGLE,EAGLE_205.0_1483.0,3776,184.0,0.104723,164.253,0.23,1,0.413074285714286,0.1,0.1,0.014695943,1.11143865487827,0.04
EAGLE,EAGLE_205.0_1483.0,3777,185.0,0.098574,275.055,0.222,1,0.413897142857143,0.1,0.1,0.014695943,1.40927693300123,0.053
EAGLE,EAGLE_205.0_1483.0,3778,186.0,0.074747,34.876,0.0,1,0.41472000000000003,0.1,0.1,0.014695943,2.72391593995604,0.053
EAGLE,EAGLE_205.0_1483.0,3779,187.0,0.185,407.522,0.055,1,0.415542857142857,0.2,0.2,0.014695943,2.2932488831237303,0.068
EAGLE,EAGLE_205.0_1483.0,3780,188.0,0.137526,281.457,0.256,1,0.41636571428571395,0.18,0.18,0.014695943,1.5166756036802602,0.058
EAGLE,EAGLE_205.0_1483.0,3781,189.0,0.147767,352.348,0.31,1,0.41718857142857096,0.16,0.16,0.014695943,1.52702358436909,0.082
EAGLE,EAGLE_205.0_1483.0,3782,190.0,0.167147,341.824,0.306,1,0.41801142857142903,0.1,0.1,0.014695943,1.33259420131352,0.09
EAGLE,EAGLE_205.0_1483.0,3783,191.0,0.169297,335.807,0.3,1,0.418834285714286,0.18,0.18,0.014695943,1.51786376153645,0.073
EAGLE,EAGLE_205.0_1483.0,3784,192.0,0.191583,266.72,0.308,1,0.419657142857143,0.2,0.2,0.014695943,1.40626327327478,0.07
EAGLE,EAGLE_205.0_1483.0,3785,193.0,0.194231,311.76,0.321,1,0.42048,0.12,0.12,0.014695943,1.2676669939749,0.08
EAGLE,EAGLE_205.0_1483.0,3786,194.0,0.220528,331.733,0.321,1,0.42130285714285703,0.22,0.22,0.014695943,1.55277484476271,0.092
EAGLE,EAGLE_205.0_1483.0,3787,195.0,0.224828,326.11,0.323,1,0.42212571428571405,0.2,0.2,0.014695943,1.45659927415907,0.077
EAGLE,EAGLE_205.0_1483.0,3788,196.0,0.221436,284.702,0.326,1,0.42294857142857095,0.22,0.22,0.014695943,1.47171798581953,0.09
EAGLE,EAGLE_205.0_1483.0,3789,197.0,0.222922,309.975,0.325,1,0.423771428571429,0.2,0.2,0.014695943,1.423728004027,0.073
EAGLE,EAGLE_205.0_1483.0,3790,198.0,0.202032,312.284,0.324,1,0.424594285714286,0.22,0.22,0.014695943,1.51757138527998,0.08
EAGLE,EAGLE_205.0_1483.0,3791,199.0,0.164673,211.709,0.326,1,0.425417142857143,0.1,0.1,0.014695943,0.985237557328492,0.043
EAGLE,EAGLE_205.0_1483.0,3792,200.0,0.0,17.1,0.0,1,0.42624,0.58,0.58,0.014695943,3.09662434655164,0.0
EAGLE,EAGLE_205.0_1483.0,3793,201.0,0.0,42.531,0.0,1,0.427062857142857,0.6,0.6,0.014695943,3.11540523935518,0.0
EAGLE,EAGLE_205.0_1483.0,3794,202.0,0.081998,238.197,0.212,1,0.42788571428571404,0.22,0.22,0.014695943,1.60793963293142,0.013
EAGLE,EAGLE_205.0_1483.0,3795,203.0,0.121784,325.284,0.316,1,0.428708571428571,0.2,0.2,0.014695943,1.59183984455591,0.07
EAGLE,EAGLE_205.0_1483.0,3796,204.0,0.12537,305.079,0.31,1,0.429531428571429,0.22,0.22,0.014695943,1.5609973267636799,0.048
EAGLE,EAGLE_205.0_1483.0,3797,205.0,0.118405,287.403,0.306,1,0.43035428571428597,0.2,0.2,0.014695943,1.49679814547813,0.048
EAGLE,EAGLE_205.0_1483.0,3798,206.0,0.10219,286.724,0.312,1,0.431177142857143,0.22,0.22,0.014695943,1.57016133180152,0.052
EAGLE,EAGLE_205.0_1483.0,3799,207.0,0.104151,305.358,0.314,1,0.432,0.22,0.22,0.014695943,1.61118352601498,0.058
EAGLE,EAGLE_205.0_1483.0,3800,208.0,0.123932,306.222,0.361,1,0.432822857142857,0.22,0.22,0.014695943,1.53058602687417,0.067
EAGLE,EAGLE_205.0_1483.0,3801,209.0,0.132462,323.1,0.326,1,0.433645714285714,0.2,0.2,0.014695943,1.5340224600831,0.06
EAGLE,EAGLE_205.0_1483.0,3802,210.0,0.12109,297.143,0.319,1,0.43446857142857104,0.22,0.22,0.014695943,1.55578646863455,0.055
EAGLE,EAGLE_205.0_1483.0,3803,211.0,0.126328,298.52,0.318,1,0.435291428571429,0.2,0.2,0.014695943,1.5310604104040202,0.067
EAGLE,EAGLE_205.0_1483.0,3804,212.0,0.14693,248.974,0.319,1,0.436114285714286,0.21,0.21,0.014695943,1.40704358099563,0.056
EAGLE,EAGLE_205.0_1483.0,3805,213.0,0.141864,316.73,0.322,1,0.43693714285714297,0.21,0.21,0.014695943,1.55673204512659,0.067
EAGLE,EAGLE_205.0_1483.0,3806,214.0,0.099938,288.183,0.32,1,0.43776,0.2,0.2,0.014695943,1.54008186658664,0.063
EAGLE,EAGLE_205.0_1483.0,3807,215.0,0.174933,288.391,0.311,1,0.438582857142857,0.2,0.2,0.014695943,1.44341873658366,0.063
EAGLE,EAGLE_205.0_1483.0,3808,216.0,0.176111,258.478,0.316,1,0.439405714285714,0.22,0.22,0.014695943,1.41795968979542,0.057
EAGLE,EAGLE_205.0_1483.0,3809,217.0,0.154926,288.017,0.319,1,0.440228571428571,0.2,0.2,0.014695943,1.46836289563813,0.067
EAGLE,EAGLE_205.0_1483.0,3810,218.0,0.167963,290.538,0.319,1,0.44105142857142904,0.22,0.22,0.014695943,1.4782355278744899,0.056
EAGLE,EAGLE_205.0_1483.0,3811,219.0,0.125041,266.242,0.318,1,0.441874285714286,0.18,0.18,0.014695943,1.40591437335709,0.06
EAGLE,EAGLE_205.0_1483.0,3812,220.0,0.194019,253.823,0.324,1,0.44269714285714296,0.05,0.05,0.014695943,0.911364518243731,0.057
EAGLE,EAGLE_205.0_1483.0,3813,221.0,0.089612,237.951,0.325,1,0.44351999999999997,0.22,0.22,0.014695943,1.40469020430781,0.028
EAGLE,EAGLE_205.0_1483.0,3814,222.0,0.055,237.708,0.331,1,0.444342857142857,0.2,0.2,0.014695943,1.45616157250405,0.048
EAGLE,EAGLE_205.0_1483.0,3815,223.0,0.086952,253.384,0.321,1,0.445165714285714,0.22,0.22,0.014695943,1.499283084232,0.046
EAGLE,EAGLE_205.0_1483.0,3816,224.0,0.102109,240.218,0.325,1,0.445988571428571,0.18,0.18,0.014695943,1.32537145667687,0.04
EAGLE,EAGLE_205.0_1483.0,3817,225.0,0.097756,258.85,0.328,1,0.446811428571429,0.24,0.24,0.014695943,1.53306835713997,0.047
EAGLE,EAGLE_205.0_1483.0,3818,226.0,0.189,185.11,0.249,1,0.44763428571428604,0.05,0.05,0.014695943,0.7864169681502521,0.028
EAGLE,EAGLE_205.0_1483.0,3819,227.0,0.1,218.377,0.259,1,0.448457142857143,0.24,0.24,0.014695943,1.5333714523067798,0.035
EAGLE,EAGLE_205.0_1483.0,3820,228.0,0.091022,284.347,0.329,1,0.44927999999999996,0.28,0.28,0.014695943,1.6884783777094998,0.05
EAGLE,EAGLE_205.0_1483.0,3821,229.0,0.130584,327.868,0.322,1,0.45010285714285697,0.23,0.23,0.014695943,1.67434050166056,0.083
EAGLE,EAGLE_205.0_1483.0,3822,230.0,0.135528,294.692,0.316,1,0.450925714285714,0.22,0.22,0.014695943,1.47553116450062,0.032
EAGLE,EAGLE_205.0_1483.0,3823,231.0,0.141608,298.299,0.316,1,0.451748571428571,0.22,0.22,0.014695943,1.6433919548748799,0.104
EAGLE,EAGLE_205.0_1483.0,3824,232.0,0.125155,196.918,0.316,1,0.452571428571429,0.2,0.2,0.014695943,1.3423924351469099,0.065
EAGLE,EAGLE_205.0_1483.0,3825,233.0,0.133131,378.455,0.309,1,0.453394285714286,0.22,0.22,0.014695943,1.68398209580472,0.054
EAGLE,EAGLE_205.0_1483.0,3826,234.0,0.1336,276.082,0.212,1,0.45421714285714304,0.17,0.17,0.014695943,1.7142731680205099,0.112
EAGLE,EAGLE_205.0_1483.0,3827,235.0,0.235,295.038,0.312,1,0.45504,0.22,0.22,0.014695943,1.44374998333056,0.069
EAGLE,EAGLE_205.0_1483.0,3828,236.0,0.12244,280.056,0.315,1,0.455862857142857,0.2,0.2,0.014695943,1.5096236205673998,0.067
EAGLE,EAGLE_205.0_1483.0,3829,237.0,0.099134,299.656,0.314,1,0.45668571428571403,0.24,0.24,0.014695943,1.53018512488116,0.01
EAGLE,EAGLE_205.0_1483.0,3830,238.0,0.129774,268.2,0.31,1,0.457508571428571,0.16,0.16,0.014695943,1.4252821776385298,0.086
EAGLE,EAGLE_205.0_1483.0,3831,239.0,0.088726,264.391,0.307,1,0.458331428571429,0.18,0.18,0.014695943,1.46569758856914,0.055
EAGLE,EAGLE_205.0_1483.0,3832,240.0,0.091126,281.292,0.307,1,0.459154285714286,0.24,0.24,0.014695943,1.6684869945954799,0.065
EAGLE,EAGLE_205.0_1483.0,3833,241.0,0.11765,267.02,0.208,1,0.45997714285714303,0.2,0.2,0.014695943,1.70627953370569,0.065
EAGLE,EAGLE_205.0_1483.0,3834,242.0,0.194756,297.507,0.238,1,0.4608,0.18,0.18,0.014695943,1.49045719835055,0.062
EAGLE,EAGLE_205.0_1483.0,3835,243.0,0.125034,231.777,0.302,1,0.461622857142857,0.25,0.25,0.014695943,1.51318119002707,0.05
EAGLE,EAGLE_205.0_1483.0,3836,244.0,0.125543,255.028,0.309,1,0.462445714285714,0.24,0.24,0.014695943,1.531101917991,0.053
EAGLE,EAGLE_205.0_1483.0,3837,245.0,0.128867,257.523,0.305,1,0.46326857142857103,0.24,0.24,0.014695943,1.55863169292895,0.061
EAGLE,EAGLE_205.0_1483.0,3838,246.0,0.129585,289.911,0.305,1,0.464091428571429,0.24,0.24,0.014695943,1.61930410489317,0.062
EAGLE,EAGLE_205.0_1483.0,3839,247.0,0.101464,237.357,0.319,1,0.464914285714286,0.22,0.22,0.014695943,1.4517193105059,0.047
EAGLE,EAGLE_205.0_1483.0,3840,248.0,0.122126,153.202,0.213,1,0.465737142857143,0.09,0.09,0.014695943,1.0519639895111,0.03
EAGLE,EAGLE_205.0_1483.0,3841,249.0,0.048,198.373,0.202,1,0.46656,0.21,0.21,0.014695943,1.7766567974173,0.022
EAGLE,EAGLE_205.0_1483.0,3842,250.0,0.094167,241.122,0.305,1,0.467382857142857,0.18,0.18,0.014695943,1.40135226232505,0.05
EAGLE,EAGLE_205.0_1483.0,3843,251.0,0.097286,267.161,0.294,1,0.468205714285714,0.22,0.22,0.014695943,1.5773817044296299,0.053
EAGLE,EAGLE_205.0_1483.0,3844,252.0,0.104127,215.326,0.307,1,0.469028571428571,0.22,0.22,0.014695943,1.39357365859695,0.038
EAGLE,EAGLE_205.0_1483.0,3845,253.0,0.106197,212.881,0.311,1,0.469851428571429,0.3,0.3,0.014695943,1.57873204777873,0.042
EAGLE,EAGLE_205.0_1483.0,3846,254.0,0.148479,393.566,0.309,1,0.470674285714286,0.2,0.2,0.014695943,1.70864520007187,0.092
EAGLE,EAGLE_205.0_1483.0,3847,255.0,0.169908,236.974,0.252,1,0.471497142857143,0.1,0.1,0.014695943,1.1478978662069201,0.056
EAGLE,EAGLE_205.0_1483.0,3848,256.0,0.158958,366.179,0.318,1,0.47232,0.22,0.22,0.014695943,1.66463991399153,0.079
EAGLE,EAGLE_205.0_1483.0,3849,257.0,0.273853,255.916,0.276,1,0.473142857142857,0.1,0.1,0.014695943,1.04947099927461,0.06
EAGLE,EAGLE_205.0_1483.0,3850,258.0,0.237223,338.521,0.278,1,0.473965714285714,0.22,0.22,0.014695943,1.58022571095131,0.082
EAGLE,EAGLE_205.0_1483.0,3851,259.0,0.28279,246.716,0.307,1,0.474788571428571,0.18,0.18,0.014695943,1.18789359102665,0.052
EAGLE,EAGLE_205.0_1483.0,3852,260.0,0.130031,274.326,0.307,1,0.47561142857142896,0.2,0.2,0.014695943,1.48784066381204,0.062
EAGLE,EAGLE_205.0_1483.0,3853,261.0,0.133047,231.811,0.309,1,0.476434285714286,0.18,0.18,0.014695943,1.34567248380521,0.061
EAGLE,EAGLE_205.0_1483.0,3854,262.0,0.097,273.388,0.31,1,0.477257142857143,0.19,0.19,0.014695943,1.54793664622595,0.078
EAGLE,EAGLE_205.0_1483.0,3855,263.0,0.09,265.047,0.301,1,0.47808,0.18,0.18,0.014695943,1.47051341126432,0.053
EAGLE,EAGLE_205.0_1483.0,3856,264.0,0.047353,185.037,0.327,1,0.47890285714285696,0.05,0.05,0.014695943,0.901684901333188,0.043
EAGLE,EAGLE_205.0_1483.0,3857,265.0,0.121445,256.164,0.305,1,0.479725714285714,0.16,0.16,0.014695943,1.38797336030608,0.071
EAGLE,EAGLE_205.0_1483.0,3858,266.0,0.122844,246.206,0.309,1,0.480548571428571,0.18,0.18,0.014695943,1.35874500883138,0.05
EAGLE,EAGLE_205.0_1483.0,3859,267.0,0.171184,253.384,0.309,1,0.481371428571429,0.18,0.18,0.014695943,1.31861742089893,0.055
EAGLE,EAGLE_205.0_1483.0,3860,268.0,0.108304,265.655,0.306,1,0.482194285714286,0.12,0.12,0.014695943,1.28316245357128,0.06
EAGLE,EAGLE_205.0_1483.0,3861,269.0,0.126477,220.16,0.306,1,0.48301714285714303,0.16,0.16,0.014695943,1.27298519030809,0.057
EAGLE,EAGLE_205.0_1483.0,3862,270.0,0.128462,250.939,0.306,1,0.48384,0.18,0.18,0.014695943,1.38553238464739,0.058
EAGLE,EAGLE_205.0_1483.0,3863,271.0,0.1512,310.372,0.308,1,0.48466285714285695,0.18,0.18,0.014695943,1.47720673377812,0.067
EAGLE,EAGLE_205.0_1483.0,3864,272.0,0.152343,202.451,0.311,1,0.48548571428571397,0.175,0.175,0.014695943,1.25499870533748,0.063
EAGLE,EAGLE_205.0_1483.0,3865,273.0,0.158783,259.422,0.31,1,0.486308571428571,0.2,0.2,0.014695943,1.42091966910542,0.065
EAGLE,EAGLE_205.0_1483.0,3866,274.0,0.168152,253.384,0.31,1,0.487131428571429,0.17,0.17,0.014695943,1.28725374054465,0.052
EAGLE,EAGLE_205.0_1483.0,3867,275.0,0.249984,311.215,0.309,1,0.487954285714286,0.1,0.1,0.014695943,1.19555275927685,0.095
EAGLE,EAGLE_205.0_1483.0,3868,276.0,0.297067,271.19,0.305,1,0.488777142857143,0.19,0.19,0.014695943,1.3139391148580701,0.085
EAGLE,EAGLE_205.0_1483.0,3869,277.0,0.305,289.223,0.308,1,0.48960000000000004,0.15,0.15,0.014695943,1.20248777815715,0.072
EAGLE,EAGLE_205.0_1483.0,3870,278.0,0.238478,191.705,0.277,1,0.49042285714285705,0.1,0.1,0.014695943,0.931347281570289,0.044
EAGLE,EAGLE_205.0_1483.0,3871,279.0,0.22526,263.819,0.307,1,0.49124571428571395,0.12,0.12,0.014695943,1.16698749540316,0.076
EAGLE,EAGLE_205.0_1483.0,3872,280.0,0.149399,228.207,0.307,1,0.49206857142857097,0.13,0.13,0.014695943,1.14454869082193,0.046
EAGLE,EAGLE_205.0_1483.0,3873,281.0,0.206,252.175,0.323,1,0.492891428571429,0.11,0.11,0.014695943,1.07496615661455,0.055
EAGLE,EAGLE_205.0_1483.0,3874,282.0,0.24,174.915,0.321,1,0.493714285714286,0.0,0.0,0.014695943,1.739345143252005,0.045
EAGLE,EAGLE_205.0_1483.0,3875,283.0,0.124,80.322,0.275,1,0.494537142857143,0.24,0.24,0.014695943,1.56244740041818,0.008
EAGLE,EAGLE_205.0_1483.0,3876,284.0,0.077888,168.366,0.292,1,0.49536,0.2,0.2,0.014695943,1.3632350837756702,0.048
EAGLE,EAGLE_205.0_1483.0,3877,285.0,0.036,153.364,0.31,1,0.49618285714285704,0.21,0.21,0.014695943,1.4814762686893,0.008
EAGLE,EAGLE_205.0_1483.0,3878,286.0,0.070011,163.143,0.307,1,0.497005714285714,0.2,0.2,0.014695943,1.3307985163578802,0.0
EAGLE,EAGLE_205.0_1483.0,3879,287.0,0.088214,206.817,0.31,1,0.497828571428571,0.22,0.22,0.014695943,1.36811228025576,0.03
EAGLE,EAGLE_205.0_1483.0,3880,288.0,0.088349,203.374,0.323,1,0.49865142857142897,0.2,0.2,0.014695943,1.30644537317307,0.035
EAGLE,EAGLE_205.0_1483.0,3881,289.0,0.089845,204.834,0.328,1,0.499474285714286,0.22,0.22,0.014695943,1.31660081098925,0.025
EAGLE,EAGLE_205.0_1483.0,3882,290.0,0.149,332.629,0.307,1,0.500297142857143,0.1,0.1,0.014695943,1.33713321299376,0.087
EAGLE,EAGLE_205.0_1483.0,3883,291.0,0.15,224.964,0.303,1,0.50112,0.25,0.25,0.014695943,1.7177419412766401,0.153
EAGLE,EAGLE_205.0_1483.0,3884,292.0,0.15,350.07,0.306,1,0.501942857142857,0.1,0.1,0.014695943,1.21647348465071,0.02
EAGLE,EAGLE_205.0_1483.0,3885,293.0,0.161,330.03,0.305,1,0.502765714285714,0.09,0.09,0.014695943,1.17237812871689,0.035
EAGLE,EAGLE_205.0_1483.0,3886,294.0,0.162,265.45,0.301,1,0.503588571428571,0.1,0.1,0.014695943,1.03906972054789,0.015
EAGLE,EAGLE_205.0_1483.0,3887,295.0,0.223,284.96,0.304,1,0.504411428571429,0.1,0.1,0.014695943,1.1475492970377,0.075
EAGLE,EAGLE_205.0_1483.0,3888,296.0,0.153648,264.174,0.306,1,0.505234285714286,0.1,0.1,0.014695943,1.13754788931958,0.053
EAGLE,EAGLE_205.0_1483.0,3889,297.0,0.118,266.71,0.307,1,0.506057142857143,0.1,0.1,0.014695943,1.22751872153355,0.068
EAGLE,EAGLE_205.0_1483.0,3890,298.0,0.106265,262.919,0.308,1,0.50688,0.1,0.1,0.014695943,1.2122378669401501,0.058
EAGLE,EAGLE_205.0_1483.0,3891,299.0,0.149372,253.375,0.31,1,0.507702857142857,0.1,0.1,0.014695943,1.11828786887411,0.053
EAGLE,EAGLE_205.0_1483.0,3892,300.0,0.160656,255.529,0.312,1,0.508525714285714,0.12,0.12,0.014695943,1.1487728925245302,0.047
EAGLE,EAGLE_205.0_1483.0,3893,301.0,0.162,253.659,0.31,1,0.509348571428571,0.13,0.13,0.014695943,1.18955765168824,0.053
EAGLE,EAGLE_205.0_1483.0,3894,302.0,0.169568,239.508,0.312,1,0.5101714285714289,0.12,0.12,0.014695943,1.1249256080684,0.053
EAGLE,EAGLE_205.0_1483.0,3895,303.0,0.167556,269.155,0.312,1,0.510994285714286,0.1,0.1,0.014695943,1.11994544450236,0.052
EAGLE,EAGLE_205.0_1483.0,3896,304.0,0.178,222.141,0.313,1,0.511817142857143,0.12,0.12,0.014695943,1.1064938219549398,0.062
EAGLE,EAGLE_205.0_1483.0,3897,305.0,0.169529,266.613,0.31,1,0.51264,0.1,0.1,0.014695943,1.12288544801928,0.055
EAGLE,EAGLE_205.0_1483.0,3898,306.0,0.129112,223.204,0.312,1,0.513462857142857,0.1,0.1,0.014695943,1.09929337737629,0.058
EAGLE,EAGLE_205.0_1483.0,3899,307.0,0.153268,213.848,0.312,1,0.514285714285714,0.1,0.1,0.014695943,1.06130905917819,0.061
EAGLE,EAGLE_205.0_1483.0,3900,308.0,0.11592,248.714,0.269,1,0.515108571428571,0.1,0.1,0.014695943,1.24140578173505,0.061
EAGLE,EAGLE_205.0_1483.0,3901,309.0,0.184,283.39,0.308,1,0.515931428571429,0.11,0.11,0.014695943,1.1824051205569202,0.062
EAGLE,EAGLE_205.0_1483.0,3902,310.0,0.122904,186.704,0.31,1,0.5167542857142859,0.1,0.1,0.014695943,0.99939031437071,0.043
EAGLE,EAGLE_205.0_1483.0,3903,311.0,0.11548,203.789,0.31,1,0.5175771428571431,0.12,0.12,0.014695943,1.13343217255597,0.055
EAGLE,EAGLE_205.0_1483.0,3904,312.0,0.11,250.859,0.31,1,0.5184,0.1,0.1,0.014695943,1.1379889184463199,0.042
EAGLE,EAGLE_205.0_1483.0,3905,313.0,0.110361,229.923,0.314,1,0.519222857142857,0.08,0.08,0.014695943,1.06459507919471,0.055
EAGLE,EAGLE_205.0_1483.0,3906,314.0,0.118556,233.13,0.319,1,0.520045714285714,0.1,0.1,0.014695943,1.13450539723278,0.063
EAGLE,EAGLE_205.0_1483.0,3907,315.0,0.131534,237.371,0.321,1,0.520868571428571,0.08,0.08,0.014695943,1.05410050061129,0.06
EAGLE,EAGLE_205.0_1483.0,3908,316.0,0.143154,240.829,0.322,1,0.521691428571429,0.1,0.1,0.014695943,1.0861594887533899,0.052
EAGLE,EAGLE_205.0_1483.0,3909,317.0,0.149818,318.042,0.323,1,0.5225142857142859,0.12,0.12,0.014695943,1.32615287550243,0.077
EAGLE,EAGLE_205.0_1483.0,3910,318.0,0.154028,176.284,0.324,1,0.5233371428571431,0.1,0.1,0.014695943,0.9251170855070979,0.04
EAGLE,EAGLE_205.0_1483.0,3911,319.0,0.100345,273.87,0.324,1,0.52416,0.08,0.08,0.014695943,1.17248634856649,0.065
EAGLE,EAGLE_205.0_1483.0,3912,320.0,0.086876,199.625,0.269,1,0.524982857142857,0.1,0.1,0.014695943,1.16057633628006,0.051
EAGLE,EAGLE_205.0_1483.0,3913,321.0,0.082492,197.88,0.319,1,0.525805714285714,0.12,0.12,0.014695943,1.13117042420536,0.047
EAGLE,EAGLE_205.0_1483.0,3914,322.0,0.10855,210.042,0.319,1,0.526628571428571,0.1,0.1,0.014695943,1.08383182120924,0.055
EAGLE,EAGLE_205.0_1483.0,3915,323.0,0.112533,222.558,0.321,1,0.527451428571429,0.09,0.09,0.014695943,1.0512886801964,0.048
EAGLE,EAGLE_205.0_1483.0,3916,324.0,0.113243,233.244,0.324,1,0.5282742857142859,0.09,0.09,0.014695943,1.07169850207281,0.05
EAGLE,EAGLE_205.0_1483.0,3917,325.0,0.120498,225.205,0.323,1,0.529097142857143,0.08,0.08,0.014695943,1.04841199292461,0.062
EAGLE,EAGLE_205.0_1483.0,3918,326.0,0.1092,260.539,0.32,1,0.52992,0.08,0.08,0.014695943,1.0975929206522501,0.048
EAGLE,EAGLE_205.0_1483.0,3919,327.0,0.136302,203.233,0.32,1,0.5307428571428571,0.08,0.08,0.014695943,0.986127552354199,0.059
EAGLE,EAGLE_205.0_1483.0,3920,328.0,0.109933,217.642,0.32,1,0.531565714285714,0.12,0.12,0.014695943,1.1725054259467098,0.062
EAGLE,EAGLE_205.0_1483.0,3921,329.0,0.103063,230.125,0.319,1,0.532388571428571,0.1,0.1,0.014695943,1.12432607846748,0.053
EAGLE,EAGLE_205.0_1483.0,3922,330.0,0.116828,244.482,0.319,1,0.533211428571429,0.09,0.09,0.014695943,1.1568880224270899,0.075
EAGLE,EAGLE_205.0_1483.0,3923,331.0,0.104494,268.74,0.319,1,0.534034285714286,0.1,0.1,0.014695943,1.18353828279473,0.048
EAGLE,EAGLE_205.0_1483.0,3924,332.0,0.107926,152.185,0.32,1,0.534857142857143,0.14,0.14,0.014695943,1.05047436047359,0.04
EAGLE,EAGLE_205.0_1483.0,3925,333.0,0.14432,233.46,0.32,1,0.5356799999999999,0.1,0.1,0.014695943,1.05649334508983,0.045
EAGLE,EAGLE_205.0_1483.0,3926,334.0,0.105857,212.03,0.323,1,0.5365028571428571,0.12,0.12,0.014695943,1.13595802971744,0.052
EAGLE,EAGLE_205.0_1483.0,3927,335.0,0.141795,243.341,0.322,1,0.537325714285714,0.12,0.12,0.014695943,1.15226523819208,0.053
EAGLE,EAGLE_205.0_1483.0,3928,336.0,0.138812,219.801,0.32,1,0.538148571428571,0.1,0.1,0.014695943,1.0638437442116202,0.055
EAGLE,EAGLE_205.0_1483.0,3929,337.0,0.101805,228.178,0.321,1,0.538971428571429,0.1,0.1,0.014695943,1.09782227093004,0.045
EAGLE,EAGLE_205.0_1483.0,3930,338.0,0.1078,247.787,0.322,1,0.539794285714286,0.1,0.1,0.014695943,1.1702814185234198,0.062
EAGLE,EAGLE_205.0_1483.0,3931,339.0,0.107854,195.269,0.322,1,0.540617142857143,0.08,0.08,0.014695943,0.972855972394668,0.048
EAGLE,EAGLE_205.0_1483.0,3932,340.0,0.158716,225.469,0.324,1,0.54144,0.1,0.1,0.014695943,0.973661538421097,0.026
EAGLE,EAGLE_205.0_1483.0,3933,341.0,0.139867,232.892,0.324,1,0.542262857142857,0.1,0.1,0.014695943,1.09845401552365,0.062
EAGLE,EAGLE_205.0_1483.0,3934,342.0,0.182463,211.522,0.324,1,0.543085714285714,0.11,0.11,0.014695943,1.04688124060591,0.063
EAGLE,EAGLE_205.0_1483.0,3935,343.0,0.132944,224.898,0.324,1,0.543908571428571,0.1,0.1,0.014695943,1.08769664182363,0.06
EAGLE,EAGLE_205.0_1483.0,3936,344.0,0.111,239.059,0.326,1,0.544731428571429,0.1,0.1,0.014695943,1.12576035556795,0.055
EAGLE,EAGLE_205.0_1483.0,3937,345.0,0.170788,213.642,0.326,1,0.545554285714286,0.1,0.1,0.014695943,1.00518859881688,0.052
EAGLE,EAGLE_205.0_1483.0,3938,346.0,0.104705,165.21,0.32,1,0.546377142857143,0.12,0.12,0.014695943,0.969667601385663,0.023
EAGLE,EAGLE_205.0_1483.0,3939,347.0,0.130907,213.111,0.322,1,0.5472,0.12,0.12,0.014695943,1.12128689199349,0.057
EAGLE,EAGLE_205.0_1483.0,3940,348.0,0.100017,224.9,0.321,1,0.548022857142857,0.08,0.08,0.014695943,1.0329993082014601,0.045
EAGLE,EAGLE_205.0_1483.0,3941,349.0,0.096589,196.997,0.322,1,0.548845714285714,0.08,0.08,0.014695943,1.01778906984527,0.058
EAGLE,EAGLE_205.0_1483.0,3942,350.0,0.091429,222.49,0.321,1,0.549668571428571,0.09,0.09,0.014695943,1.06520839250719,0.043
EAGLE,EAGLE_205.0_1483.0,3943,351.0,0.124887,235.338,0.32,1,0.550491428571429,0.09,0.09,0.014695943,1.04812819427366,0.043
EAGLE,EAGLE_205.0_1483.0,3944,352.0,0.08623,219.447,0.328,1,0.551314285714286,0.1,0.1,0.014695943,1.0842641798991999,0.042
EAGLE,EAGLE_205.0_1483.0,3945,353.0,0.091262,186.631,0.304,1,0.552137142857143,0.13,0.13,0.014695943,1.11711989588738,0.038
EAGLE,EAGLE_205.0_1483.0,3946,354.0,0.119362,230.406,0.32,1,0.55296,0.08,0.08,0.014695943,1.0640377348516898,0.062
EAGLE,EAGLE_205.0_1483.0,3947,355.0,0.181108,246.783,0.32,1,0.553782857142857,0.09,0.09,0.014695943,1.0614590284166399,0.066
EAGLE,EAGLE_205.0_1483.0,3948,356.0,0.135971,215.542,0.322,1,0.554605714285714,0.11,0.11,0.014695943,1.04632132371179,0.04
EAGLE,EAGLE_205.0_1483.0,3949,357.0,0.107254,214.664,0.323,1,0.5554285714285709,0.08,0.08,0.014695943,1.02868642014592,0.055
